1.00
1.40
0.10
  1306
               RESULTATS HYDRODYNAMIQUE ANALYTIQUE

   i         R/pc     u/km.s-1     rho/uma.cm-3      p/dyn.cm-2   R/Rc
    984       0.412081     25839.     6.95175E-01     7.51883E-07     9.52154E-01
    983       0.412105     25837.     6.95093E-01     7.52263E-07     9.52209E-01
    982       0.412128     25834.     6.95010E-01     7.52642E-07     9.52263E-01
    981       0.412152     25832.     6.94927E-01     7.53022E-07     9.52318E-01
    980       0.412175     25829.     6.94843E-01     7.53401E-07     9.52372E-01
    979       0.412199     25826.     6.94758E-01     7.53779E-07     9.52426E-01
    978       0.412223     25824.     6.94673E-01     7.54158E-07     9.52481E-01
    977       0.412246     25821.     6.94587E-01     7.54536E-07     9.52535E-01
    976       0.412270     25818.     6.94500E-01     7.54914E-07     9.52590E-01
    975       0.412293     25816.     6.94413E-01     7.55292E-07     9.52644E-01
    974       0.412317     25813.     6.94325E-01     7.55669E-07     9.52699E-01
    973       0.412340     25811.     6.94236E-01     7.56046E-07     9.52753E-01
    972       0.412364     25808.     6.94146E-01     7.56423E-07     9.52808E-01
    971       0.412388     25806.     6.94056E-01     7.56800E-07     9.52862E-01
    970       0.412411     25803.     6.93966E-01     7.57176E-07     9.52916E-01
    969       0.412435     25800.     6.93874E-01     7.57553E-07     9.52971E-01
    968       0.412458     25798.     6.93782E-01     7.57928E-07     9.53025E-01
    967       0.412482     25795.     6.93689E-01     7.58304E-07     9.53080E-01
    966       0.412505     25793.     6.93596E-01     7.58679E-07     9.53134E-01
    965       0.412529     25790.     6.93502E-01     7.59055E-07     9.53189E-01
    964       0.412552     25787.     6.93407E-01     7.59429E-07     9.53243E-01
    963       0.412576     25785.     6.93312E-01     7.59804E-07     9.53298E-01
    962       0.412600     25782.     6.93216E-01     7.60178E-07     9.53352E-01
    961       0.412623     25780.     6.93119E-01     7.60552E-07     9.53407E-01
    960       0.412647     25777.     6.93021E-01     7.60926E-07     9.53461E-01
    959       0.412670     25775.     6.92923E-01     7.61300E-07     9.53516E-01
    958       0.412694     25772.     6.92825E-01     7.61673E-07     9.53570E-01
    957       0.412718     25770.     6.92725E-01     7.62046E-07     9.53625E-01
    956       0.412741     25767.     6.92625E-01     7.62419E-07     9.53679E-01
    955       0.412765     25764.     6.92524E-01     7.62792E-07     9.53734E-01
    954       0.412788     25762.     6.92423E-01     7.63164E-07     9.53788E-01
    953       0.412812     25759.     6.92320E-01     7.63536E-07     9.53843E-01
    952       0.412835     25757.     6.92218E-01     7.63908E-07     9.53897E-01
    951       0.412859     25754.     6.92114E-01     7.64279E-07     9.53952E-01
    950       0.412883     25752.     6.92010E-01     7.64650E-07     9.54006E-01
    949       0.412906     25749.     6.91905E-01     7.65021E-07     9.54061E-01
    948       0.412930     25747.     6.91799E-01     7.65392E-07     9.54115E-01
    947       0.412953     25744.     6.91693E-01     7.65763E-07     9.54170E-01
    946       0.412977     25742.     6.91586E-01     7.66133E-07     9.54224E-01
    945       0.413001     25739.     6.91479E-01     7.66503E-07     9.54279E-01
    944       0.413024     25737.     6.91370E-01     7.66873E-07     9.54333E-01
    943       0.413048     25734.     6.91261E-01     7.67242E-07     9.54388E-01
    942       0.413071     25731.     6.91152E-01     7.67611E-07     9.54442E-01
    941       0.413095     25729.     6.91041E-01     7.67980E-07     9.54497E-01
    940       0.413119     25726.     6.90930E-01     7.68349E-07     9.54551E-01
    939       0.413142     25724.     6.90819E-01     7.68718E-07     9.54606E-01
    938       0.413166     25721.     6.90706E-01     7.69086E-07     9.54661E-01
    937       0.413189     25719.     6.90593E-01     7.69454E-07     9.54715E-01
