  0                          1                         2                        3                          4                         5
  r [pc]                     d [amu/cm3]               u [km/s]                 P [dynes/cm2]              f                         tS [yr]
   0.0000000000000000        15719.200660518269        0.0000000000000000       3.50123515644960671E-008   1.0000000000000000        0.0000000000000000     
  1.00012666610953385E-004   15719.200660518269       0.97793780709582834       3.50123515644960671E-008   1.0000000000000000        0.0000000000000000     
  2.00025333221906770E-004   15719.200660518269        1.9558756141916567       3.50123515644960671E-008   1.0000000000000000        0.0000000000000000     
  3.00037999832860182E-004   15719.200660518269        2.9338134212874856       3.50123515644960671E-008   1.0000000000000000        0.0000000000000000     
  4.00050666443813540E-004   15719.200660518269        3.9117512283833134       3.50123515644960671E-008   1.0000000000000000        0.0000000000000000     
  5.00063333054766952E-004   15719.200660518269        4.8896890354791411       3.50123515644960671E-008   1.0000000000000000        0.0000000000000000     
  6.00075999665720364E-004   15719.200660518269        5.8676268425749711       3.50123515644960671E-008   1.0000000000000000        0.0000000000000000     
  7.00088666276673668E-004   15719.200660518269        6.8455646496707985       3.50123515644960671E-008   1.0000000000000000        0.0000000000000000     
  8.00101332887627080E-004   15719.200660518269        7.8235024567666267       3.50123515644960671E-008   1.0000000000000000        0.0000000000000000     
  9.00113999498580383E-004   15719.200660518269        8.8014402638624549       3.50123515644960671E-008   1.0000000000000000        0.0000000000000000     
  1.00012666610953390E-003   15719.200660518269        9.7793780709582823       3.50123515644960671E-008   1.0000000000000000        0.0000000000000000     
  1.10013933272048742E-003   15719.200660518269        10.757315878054111       3.50123515644960671E-008   1.0000000000000000        0.0000000000000000     
  1.20015199933144073E-003   15719.200660518269        11.735253685149942       3.50123515644960671E-008   1.0000000000000000        0.0000000000000000     
  1.30016466594239403E-003   15719.200660518269        12.713191492245770       3.50123515644960671E-008   1.0000000000000000        0.0000000000000000     
  1.40017733255334734E-003   15719.200660518269        13.691129299341597       3.50123515644960671E-008   1.0000000000000000        0.0000000000000000     
  1.50018999916430107E-003   15719.200660518269        14.669067106437426       3.50123515644960671E-008   1.0000000000000000        0.0000000000000000     
  1.60020266577525416E-003   15719.200660518269        15.647004913533253       3.50123515644960671E-008   1.0000000000000000        0.0000000000000000     
  1.70021533238620746E-003   15719.200660518269        16.624942720629083       3.50123515644960671E-008   1.0000000000000000        0.0000000000000000     
  1.80022799899716077E-003   15719.200660518269        17.602880527724910       3.50123515644960671E-008   1.0000000000000000        0.0000000000000000     
  1.90024066560811450E-003   15719.200660518269        18.580818334820741       3.50123515644960671E-008   1.0000000000000000        0.0000000000000000     
  2.00025333221906781E-003   15719.200660518269        19.558756141916565       3.50123515644960671E-008   1.0000000000000000        0.0000000000000000     
  2.10026599883002133E-003   15719.200660518269        20.536693949012399       3.50123515644960671E-008   1.0000000000000000        0.0000000000000000     
  2.20027866544097485E-003   15719.200660518269        21.514631756108223       3.50123515644960671E-008   1.0000000000000000        0.0000000000000000     
  2.30029133205192794E-003   15719.200660518269        22.492569563204054       3.50123515644960671E-008   1.0000000000000000        0.0000000000000000     
  2.40030399866288146E-003   15719.200660518269        23.470507370299885       3.50123515644960671E-008   1.0000000000000000        0.0000000000000000     
  2.50031666527383454E-003   15719.200660518269        24.448445177395708       3.50123515644960671E-008   1.0000000000000000        0.0000000000000000     
  2.60032933188478806E-003   15719.200660518269        25.426382984491539       3.50123515644960671E-008   1.0000000000000000        0.0000000000000000     
  2.70034199849574158E-003   15719.200660518269        26.404320791587367       3.50123515644960671E-008   1.0000000000000000        0.0000000000000000     
  2.80035466510669467E-003   15719.200660518269        27.382258598683194       3.50123515644960671E-008   1.0000000000000000        0.0000000000000000     
  2.90036733171764819E-003   15719.200660518269        28.360196405779021       3.50123515644960671E-008   1.0000000000000000        0.0000000000000000     
  3.00037999832860214E-003   15719.200660518269        29.338134212874852       3.50123515644960671E-008   1.0000000000000000        0.0000000000000000     
  3.10039266493955480E-003   15719.200660518269        30.316072019970679       3.50123515644960671E-008   1.0000000000000000        0.0000000000000000     
  3.20040533155050832E-003   15719.200660518269        31.294009827066507       3.50123515644960671E-008   1.0000000000000000        0.0000000000000000     
  3.30041799816146141E-003   15719.200660518269        32.271947634162331       3.50123515644960671E-008   1.0000000000000000        0.0000000000000000     
  3.40043066477241493E-003   15719.200660518269        33.249885441258165       3.50123515644960671E-008   1.0000000000000000        0.0000000000000000     
  3.50044333138336888E-003   15719.200660518269        34.227823248353992       3.50123515644960671E-008   1.0000000000000000        0.0000000000000000     
  3.60045599799432153E-003   15719.200660518269        35.205761055449820       3.50123515644960671E-008   1.0000000000000000        0.0000000000000000     
  3.70046866460527549E-003   15719.200660518269        36.183698862545647       3.50123515644960671E-008   1.0000000000000000        0.0000000000000000     
  3.80048133121622901E-003   15719.200660518269        37.161636669641481       3.50123515644960671E-008   1.0000000000000000        0.0000000000000000     
  3.90049399782718253E-003   15719.200660518269        38.139574476737316       3.50123515644960671E-008   1.0000000000000000        0.0000000000000000     
  4.00050666443813562E-003   15719.200660518269        39.117512283833129       3.50123515644960671E-008   1.0000000000000000        0.0000000000000000     
  4.10051933104908870E-003   15719.200660518269        40.095450090928964       3.50123515644960671E-008   1.0000000000000000        0.0000000000000000     
  4.20053199766004266E-003   15719.200660518269        41.073387898024798       3.50123515644960671E-008   1.0000000000000000        0.0000000000000000     
  4.30054466427099574E-003   15719.200660518269        42.051325705120618       3.50123515644960671E-008   1.0000000000000000        0.0000000000000000     
  4.40055733088194970E-003   15719.200660518269        43.029263512216446       3.50123515644960671E-008   1.0000000000000000        0.0000000000000000     
  4.50056999749290192E-003   15719.200660518269        44.007201319312273       3.50123515644960671E-008   1.0000000000000000        0.0000000000000000     
  4.60058266410385587E-003   15719.200660518269        44.985139126408107       3.50123515644960671E-008   1.0000000000000000        0.0000000000000000     
  4.70059533071480982E-003   15719.200660518269        45.963076933503935       3.50123515644960671E-008   1.0000000000000000        0.0000000000000000     
  4.80060799732576291E-003   15719.200660518269        46.941014740599769       3.50123515644960671E-008   1.0000000000000000        0.0000000000000000     
  4.90062066393671513E-003   15719.200660518269        47.918952547695582       3.50123515644960671E-008   1.0000000000000000        0.0000000000000000     
  5.00063333054766909E-003   15719.200660518269        48.896890354791417       3.50123515644960671E-008   1.0000000000000000        0.0000000000000000     
  5.10064599715862304E-003   15719.200660518269        49.874828161887244       3.50123515644960671E-008   1.0000000000000000        0.0000000000000000     
  5.20065866376957613E-003   15719.200660518269        50.852765968983078       3.50123515644960671E-008   1.0000000000000000        0.0000000000000000     
  5.30067133038053008E-003   15719.200660518269        51.830703776078899       3.50123515644960671E-008   1.0000000000000000        0.0000000000000000     
  5.40068399699148317E-003   15719.200660518269        52.808641583174733       3.50123515644960671E-008   1.0000000000000000        0.0000000000000000     
  5.50069666360243712E-003   15719.200660518269        53.786579390270568       3.50123515644960671E-008   1.0000000000000000        0.0000000000000000     
  5.60070933021338934E-003   15719.200660518269        54.764517197366388       3.50123515644960671E-008   1.0000000000000000        0.0000000000000000     
  5.70072199682434329E-003   15719.200660518269        55.742455004462215       3.50123515644960671E-008   1.0000000000000000        0.0000000000000000     
  5.80073466343529638E-003   15719.200660518269        56.720392811558042       3.50123515644960671E-008   1.0000000000000000        0.0000000000000000     
  5.90074733004624947E-003   15719.200660518269        57.698330618653870       3.50123515644960671E-008   1.0000000000000000        0.0000000000000000     
  6.00075999665720429E-003   15719.200660518269        58.676268425749704       3.50123515644960671E-008   1.0000000000000000        0.0000000000000000     
  6.10077266326815651E-003   15719.200660518269        59.654206232845532       3.50123515644960671E-008   1.0000000000000000        0.0000000000000000     
  6.20078532987910960E-003   15719.200660518269        60.632144039941359       3.50123515644960671E-008   1.0000000000000000        0.0000000000000000     
  6.30079799649006442E-003   15719.200660518269        61.610081847037186       3.50123515644960671E-008   1.0000000000000000        0.0000000000000000     
  6.40081066310101664E-003   15719.200660518269        62.588019654133014       3.50123515644960671E-008   1.0000000000000000        0.0000000000000000     
