1.00
1.40
0.10
  1305
               RESULTATS HYDRODYNAMIQUE ANALYTIQUE

   i         R/pc     u/km.s-1     rho/uma.cm-3      p/dyn.cm-2   R/Rc
   1179       0.407011     26380.     7.04280E-01     6.76216E-07     9.41551E-01
   1178       0.407035     26377.     7.04329E-01     6.76656E-07     9.41605E-01
   1177       0.407058     26374.     7.04376E-01     6.77096E-07     9.41659E-01
   1176       0.407081     26371.     7.04423E-01     6.77536E-07     9.41713E-01
   1175       0.407104     26367.     7.04470E-01     6.77975E-07     9.41767E-01
   1174       0.407128     26364.     7.04516E-01     6.78414E-07     9.41821E-01
   1173       0.407151     26361.     7.04561E-01     6.78852E-07     9.41874E-01
   1172       0.407174     26358.     7.04605E-01     6.79290E-07     9.41928E-01
   1171       0.407197     26354.     7.04649E-01     6.79728E-07     9.41982E-01
   1170       0.407221     26351.     7.04692E-01     6.80166E-07     9.42036E-01
   1169       0.407244     26348.     7.04734E-01     6.80603E-07     9.42090E-01
   1168       0.407267     26345.     7.04776E-01     6.81040E-07     9.42144E-01
   1167       0.407290     26342.     7.04817E-01     6.81476E-07     9.42197E-01
   1166       0.407314     26338.     7.04857E-01     6.81912E-07     9.42251E-01
   1165       0.407337     26335.     7.04897E-01     6.82348E-07     9.42305E-01
   1164       0.407360     26332.     7.04936E-01     6.82783E-07     9.42359E-01
   1163       0.407384     26329.     7.04974E-01     6.83219E-07     9.42413E-01
   1162       0.407407     26325.     7.05011E-01     6.83653E-07     9.42467E-01
   1161       0.407430     26322.     7.05048E-01     6.84088E-07     9.42520E-01
   1160       0.407453     26319.     7.05084E-01     6.84522E-07     9.42574E-01
   1159       0.407477     26316.     7.05120E-01     6.84956E-07     9.42628E-01
   1158       0.407500     26313.     7.05155E-01     6.85389E-07     9.42682E-01
   1157       0.407523     26310.     7.05189E-01     6.85822E-07     9.42736E-01
   1156       0.407547     26306.     7.05222E-01     6.86255E-07     9.42790E-01
   1155       0.407570     26303.     7.05255E-01     6.86687E-07     9.42844E-01
   1154       0.407593     26300.     7.05287E-01     6.87119E-07     9.42898E-01
   1153       0.407616     26297.     7.05319E-01     6.87551E-07     9.42951E-01
   1152       0.407640     26294.     7.05349E-01     6.87983E-07     9.43005E-01
   1151       0.407663     26291.     7.05379E-01     6.88414E-07     9.43059E-01
   1150       0.407686     26287.     7.05409E-01     6.88845E-07     9.43113E-01
   1149       0.407710     26284.     7.05438E-01     6.89275E-07     9.43167E-01
   1148       0.407733     26281.     7.05466E-01     6.89705E-07     9.43221E-01
   1147       0.407756     26278.     7.05493E-01     6.90135E-07     9.43275E-01
   1146       0.407779     26275.     7.05520E-01     6.90565E-07     9.43329E-01
   1145       0.407803     26272.     7.05546E-01     6.90994E-07     9.43383E-01
   1144       0.407826     26269.     7.05571E-01     6.91423E-07     9.43436E-01
   1143       0.407849     26265.     7.05596E-01     6.91851E-07     9.43490E-01
   1142       0.407873     26262.     7.05620E-01     6.92279E-07     9.43544E-01
   1141       0.407896     26259.     7.05643E-01     6.92707E-07     9.43598E-01
   1140       0.407919     26256.     7.05666E-01     6.93135E-07     9.43652E-01
   1139       0.407943     26253.     7.05687E-01     6.93562E-07     9.43706E-01
   1138       0.407966     26250.     7.05709E-01     6.93989E-07     9.43760E-01
   1137       0.407989     26247.     7.05729E-01     6.94415E-07     9.43814E-01
   1136       0.408013     26244.     7.05749E-01     6.94842E-07     9.43868E-01
   1135       0.408036     26241.     7.05769E-01     6.95268E-07     9.43922E-01
   1134       0.408059     26238.     7.05787E-01     6.95693E-07     9.43976E-01
   1133       0.408083     26234.     7.05805E-01     6.96119E-07     9.44030E-01
   1132       0.408106     26231.     7.05822E-01     6.96544E-07     9.44084E-01
   1131       0.408129     26228.     7.05839E-01     6.96968E-07     9.44138E-01
   1130       0.408152     26225.     7.05855E-01     6.97393E-07     9.44192E-01
   1129       0.408176     26222.     7.05870E-01     6.97817E-07     9.44245E-01
   1128       0.408199     26219.     7.05885E-01     6.98240E-07     9.44299E-01
   1127       0.408222     26216.     7.05898E-01     6.98664E-07     9.44353E-01
   1126       0.408246     26213.     7.05912E-01     6.99087E-07     9.44407E-01
   1125       0.408269     26210.     7.05924E-01     6.99510E-07     9.44461E-01
   1124       0.408292     26207.     7.05936E-01     6.99932E-07     9.44515E-01
   1123       0.408316     26204.     7.05947E-01     7.00355E-07     9.44569E-01
   1122       0.408339     26201.     7.05958E-01     7.00776E-07     9.44623E-01
   1121       0.408362     26198.     7.05968E-01     7.01198E-07     9.44677E-01
   1120       0.408386     26195.     7.05977E-01     7.01619E-07     9.44731E-01
   1119       0.408409     26192.     7.05985E-01     7.02040E-07     9.44785E-01
   1118       0.408432     26189.     7.05993E-01     7.02461E-07     9.44839E-01
   1117       0.408456     26186.     7.06001E-01     7.02881E-07     9.44893E-01
   1116       0.408479     26183.     7.06007E-01     7.03301E-07     9.44947E-01
   1115       0.408502     26180.     7.06013E-01     7.03721E-07     9.45001E-01
   1114       0.408526     26177.     7.06018E-01     7.04140E-07     9.45055E-01
   1113       0.408549     26174.     7.06023E-01     7.04559E-07     9.45109E-01
   1112       0.408573     26170.     7.06026E-01     7.04978E-07     9.45163E-01
   1111       0.408596     26167.     7.06030E-01     7.05396E-07     9.45217E-01
   1110       0.408619     26164.     7.06032E-01     7.05815E-07     9.45271E-01
   1109       0.408643     26161.     7.06034E-01     7.06233E-07     9.45325E-01
   1108       0.408666     26158.     7.06035E-01     7.06650E-07     9.45379E-01
   1107       0.408689     26155.     7.06036E-01     7.07067E-07     9.45433E-01
   1106       0.408713     26153.     7.06036E-01     7.07484E-07     9.45487E-01
   1105       0.408736     26150.     7.06035E-01     7.07901E-07     9.45541E-01
   1104       0.408759     26147.     7.06033E-01     7.08317E-07     9.45595E-01
   1103       0.408783     26144.     7.06031E-01     7.08733E-07     9.45649E-01
   1102       0.408806     26141.     7.06028E-01     7.09149E-07     9.45703E-01
   1101       0.408829     26138.     7.06025E-01     7.09565E-07     9.45757E-01
   1100       0.408853     26135.     7.06021E-01     7.09980E-07     9.45812E-01
   1099       0.408876     26132.     7.06016E-01     7.10394E-07     9.45866E-01
   1098       0.408900     26129.     7.06010E-01     7.10809E-07     9.45920E-01
   1097       0.408923     26126.     7.06004E-01     7.11223E-07     9.45974E-01
   1096       0.408946     26123.     7.05998E-01     7.11637E-07     9.46028E-01
   1095       0.408970     26120.     7.05990E-01     7.12051E-07     9.46082E-01
   1094       0.408993     26117.     7.05982E-01     7.12464E-07     9.46136E-01
   1093       0.409016     26114.     7.05973E-01     7.12877E-07     9.46190E-01
   1092       0.409040     26111.     7.05964E-01     7.13290E-07     9.46244E-01
   1091       0.409063     26108.     7.05954E-01     7.13702E-07     9.46298E-01
   1090       0.409086     26105.     7.05943E-01     7.14115E-07     9.46352E-01
