
               RESULTATS HYDRODYNAMIQUE ANALYTIQUE

   i         R/pc     u/km.s-1     rho/uma.cm-3      p/dyn.cm-2   R/Rc
  1036       0.258643     16234.     5.06283E+00     2.14967E-06     9.51830E-01
  1035       0.258658     16232.     5.06227E+00     2.15076E-06     9.51884E-01
  1034       0.258673     16231.     5.06169E+00     2.15186E-06     9.51939E-01
  1033       0.258688     16229.     5.06112E+00     2.15295E-06     9.51993E-01
  1032       0.258702     16227.     5.06053E+00     2.15404E-06     9.52047E-01
  1031       0.258717     16226.     5.05995E+00     2.15513E-06     9.52102E-01
  1030       0.258732     16224.     5.05936E+00     2.15622E-06     9.52156E-01
  1029       0.258747     16222.     5.05876E+00     2.15731E-06     9.52211E-01
  1028       0.258762     16221.     5.05816E+00     2.15840E-06     9.52265E-01
  1027       0.258776     16219.     5.05755E+00     2.15948E-06     9.52319E-01
  1026       0.258791     16217.     5.05694E+00     2.16057E-06     9.52374E-01
  1025       0.258806     16216.     5.05632E+00     2.16166E-06     9.52428E-01
  1024       0.258821     16214.     5.05570E+00     2.16274E-06     9.52483E-01
  1023       0.258836     16213.     5.05508E+00     2.16383E-06     9.52537E-01
  1022       0.258850     16211.     5.05444E+00     2.16491E-06     9.52592E-01
  1021       0.258865     16209.     5.05381E+00     2.16600E-06     9.52646E-01
  1020       0.258880     16208.     5.05317E+00     2.16708E-06     9.52700E-01
  1019       0.258895     16206.     5.05252E+00     2.16816E-06     9.52755E-01
  1018       0.258910     16204.     5.05187E+00     2.16924E-06     9.52809E-01
  1017       0.258924     16203.     5.05122E+00     2.17032E-06     9.52864E-01
  1016       0.258939     16201.     5.05056E+00     2.17140E-06     9.52918E-01
  1015       0.258954     16200.     5.04989E+00     2.17248E-06     9.52973E-01
  1014       0.258969     16198.     5.04922E+00     2.17356E-06     9.53027E-01
  1013       0.258983     16196.     5.04855E+00     2.17463E-06     9.53082E-01
  1012       0.258998     16195.     5.04787E+00     2.17571E-06     9.53136E-01
  1011       0.259013     16193.     5.04718E+00     2.17679E-06     9.53190E-01
  1010       0.259028     16191.     5.04649E+00     2.17786E-06     9.53245E-01
  1009       0.259043     16190.     5.04580E+00     2.17894E-06     9.53299E-01
  1008       0.259057     16188.     5.04510E+00     2.18001E-06     9.53354E-01
  1007       0.259072     16187.     5.04440E+00     2.18108E-06     9.53408E-01
  1006       0.259087     16185.     5.04369E+00     2.18216E-06     9.53463E-01
  1005       0.259102     16183.     5.04297E+00     2.18323E-06     9.53517E-01
  1004       0.259117     16182.     5.04225E+00     2.18430E-06     9.53572E-01
  1003       0.259132     16180.     5.04153E+00     2.18537E-06     9.53626E-01
  1002       0.259146     16179.     5.04080E+00     2.18644E-06     9.53681E-01
  1001       0.259161     16177.     5.04007E+00     2.18751E-06     9.53735E-01
  1000       0.259176     16175.     5.03933E+00     2.18857E-06     9.53790E-01
   999       0.259191     16174.     5.03858E+00     2.18964E-06     9.53844E-01
