1.00
1.40
0.10
  1251
               RESULTATS HYDRODYNAMIQUE ANALYTIQUE

   i         R/pc     u/km.s-1     rho/uma.cm-3      p/dyn.cm-2   R/Rc
   1068       0.420511     26982.     5.74754E-01     6.03937E-07     9.44623E-01
   1067       0.420535     26979.     5.74762E-01     6.04300E-07     9.44677E-01
   1066       0.420559     26976.     5.74770E-01     6.04663E-07     9.44731E-01
   1065       0.420583     26972.     5.74777E-01     6.05026E-07     9.44785E-01
   1064       0.420607     26969.     5.74783E-01     6.05389E-07     9.44839E-01
   1063       0.420631     26966.     5.74789E-01     6.05751E-07     9.44893E-01
   1062       0.420656     26963.     5.74794E-01     6.06113E-07     9.44947E-01
   1061       0.420680     26960.     5.74799E-01     6.06475E-07     9.45001E-01
   1060       0.420704     26957.     5.74803E-01     6.06836E-07     9.45055E-01
   1059       0.420728     26954.     5.74807E-01     6.07197E-07     9.45109E-01
   1058       0.420752     26951.     5.74810E-01     6.07558E-07     9.45163E-01
   1057       0.420776     26948.     5.74813E-01     6.07919E-07     9.45217E-01
   1056       0.420800     26944.     5.74815E-01     6.08279E-07     9.45271E-01
   1055       0.420824     26941.     5.74816E-01     6.08639E-07     9.45325E-01
   1054       0.420848     26938.     5.74817E-01     6.08999E-07     9.45379E-01
   1053       0.420872     26935.     5.74818E-01     6.09359E-07     9.45433E-01
   1052       0.420896     26932.     5.74817E-01     6.09718E-07     9.45487E-01
   1051       0.420920     26929.     5.74817E-01     6.10077E-07     9.45541E-01
   1050       0.420944     26926.     5.74816E-01     6.10436E-07     9.45595E-01
   1049       0.420968     26923.     5.74814E-01     6.10795E-07     9.45649E-01
   1048       0.420992     26920.     5.74811E-01     6.11153E-07     9.45704E-01
   1047       0.421016     26917.     5.74809E-01     6.11511E-07     9.45758E-01
   1046       0.421040     26914.     5.74805E-01     6.11869E-07     9.45812E-01
   1045       0.421064     26911.     5.74801E-01     6.12226E-07     9.45866E-01
   1044       0.421088     26908.     5.74797E-01     6.12583E-07     9.45920E-01
   1043       0.421112     26905.     5.74792E-01     6.12940E-07     9.45974E-01
